,IE00B3QDMK77,LU3270886024,LU1861128574,LU0348740696,LU2208987508,LU2208987680,LU2208987763,ES0108192008,ES0108203003,ES0108232002,ES0108240005,ES0108193006,ES0108373004,LU0920839346,LU1254136416,LU0414045822,LU1548497699,LU0158827518,LU0256840447,LU1363153823,LU1205638155,LU1143164405,LU1070113664,LU0348826909,LU1400637036,LU1387904524,LU0933100983,LU1019963369,LU1282651980,IE00BDT57Y96,IE00B5B5L056,IE00B1Z6D669,LU2720182869,LU1890834598,LU2286300988,LU2364421367,LU2387748960,LU2399975627,ES0108283005,LU2958546181,LU0348784041,LU2637966677,LU3034474745,LU3034474828,LU3034475049,LU3034475122,LU1462192417,LU1462192250,LU1228143191,LU0739342060,LU0920839429,LU1602091867,LU0348753244,DE000A2DU1Y2,LU1462192680,LU0158828326,LU1459823677,LU1459823750,LU0414046390,LU0256840793,LU2089280825,LU2089281393,LU2514904908,LU2514905038,LU2514905111,LU2829845630
1995-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.00492,,,,,,,,,,,,
1995-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.55012,,,,,,,,,,,,
1995-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.28236,,,,,,,,,,,,
1995-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.17056,,,,,,,,,,,,
1995-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.68943,,,,,,,,,,,,
1995-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.15119,,,,,,,,,,,,
1995-09-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.14712,,,,,,,,,,,,
1995-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.22577,,,,,,,,,,,,
1995-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.87502,,,,,,,,,,,,
1995-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.26601,,,,,,,,,,,,
1996-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.90165,,,,,,,,,,,,
1996-02-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.67062,,,,,,,,,,,,
1996-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.88657,,,,,,,,,,,,
1996-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.60281,,,,,,,,,,,,
1996-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.91381,,,,,,,,,,,,
1996-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.70661,,,,,,,,,,,,
1996-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.35806,,,,,,,,,,,,
1996-08-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.99547,,,,,,,,,,,,
1996-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.78845,,,,,,,,,,,,
1996-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.20654,,,,,,,,,,,,
1996-11-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2503,,,,,,,,,,,,
1996-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5601,,,,,,,,,,,,
1997-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.39178,,,,,,,,,,,,
1997-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.05523,,,,,,,,,,,,
1997-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8137,,,,,,,,,,,,
1997-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.37547,,,,,,,,,,,,
1997-05-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.96846,,,,,,,,,,,,
1997-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.91672,,,,,,,,,,,,
1997-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.95949,,,,,,,,,,,,
1997-08-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.95279,,,,,,,,,,,,
1997-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.97106,,,,,,,,,,,,
1997-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.00523,,,,,,,,,,,,
1997-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.73674,,,,,,,,,,,,
1997-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.88373,,,,,,,,,,,,
1998-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.01729,,,,,,,,,,,,
1998-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.29219,,,,,,,,,,,,
1998-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.17802,,,,,,,,,,,,
1998-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.75418,,,,,,,,,,,,
1998-05-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.38035,,,,,,,,,,,,
1998-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9114,,,,,,,,,,,,
1998-07-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.44861,,,,,,,,,,,,
1998-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.92411,,,,,,,,,,,,
1998-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.27624,,,,,,,,,,,,
1998-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8981,,,,,,,,,,,,
1998-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.69651,,,,,,,,,,,,
1998-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.13179,,,,,,,,,,,,
1999-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.87204,,,,,,,,,,,,
1999-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.96802,,,,,,,,,,,,
1999-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.3352,,,,,,,,,,,,
1999-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.64887,,,,,,,,,,,,
1999-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.54678,,,,,,,,,,,,
1999-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.37552,,,,,,,,,,,,
1999-07-05,,,,,,,,,,,,,,,,,,,89.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.15,,,,,,
1999-07-06,,,,,,,,,,,,,,,,,,,89.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.15,,,,,,
1999-07-07,,,,,,,,,,,,,,,,,,,89.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.15,,,,,,
1999-07-08,,,,,,,,,,,,,,,,,,,89.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.17,,,,,,
1999-07-09,,,,,,,,,,,,,,,,,,,89.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.17,,,,,,
1999-07-12,,,,,,,,,,,,,,,,,,,89.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.6,,,,,,
1999-07-13,,,,,,,,,,,,,,,,,,,89.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.3,,,,,,
1999-07-14,,,,,,,,,,,,,,,,,,,89.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.15,,,,,,
1999-07-15,,,,,,,,,,,,,,,,,,,89.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.83,,,,,,
1999-07-16,,,,,,,,,,,,,,,,,,,89.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.83,,,,,,
1999-07-19,,,,,,,,,,,,,,,,,,,90.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.73,,,,,,
1999-07-20,,,,,,,,,,,,,,,,,,,89.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.81,,,,,,
1999-07-21,,,,,,,,,,,,,,,,,,,87.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.66,,,,,,
1999-07-22,,,,,,,,,,,,,,,,,,,86.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.3,,,,,,
1999-07-23,,,,,,,,,,,,,,,,,,,85.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.91,,,,,,
1999-07-26,,,,,,,,,,,,,,,,,,,84.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.04,,,,,,
1999-07-27,,,,,,,,,,,,,,,,,,,83.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.29,,,,,,
1999-07-28,,,,,,,,,,,,,,,,,,,83.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.29,,,,,,
1999-07-29,,,,,,,,,,,,,,,,,,,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.7,,,,,,
1999-07-30,,,,,,,,,,,,,,,,,,,82.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.50824,,,,,,84.04,,,,,,
1999-08-02,,,,,,,,,,,,,,,,,,,81.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.81,,,,,,
1999-08-03,,,,,,,,,,,,,,,,,,,81.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.35,,,,,,
1999-08-04,,,,,,,,,,,,,,,,,,,82.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.68,,,,,,
1999-08-05,,,,,,,,,,,,,,,,,,,80.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.85,,,,,,
1999-08-06,,,,,,,,,,,,,,,,,,,80.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.12,,,,,,
1999-08-09,,,,,,,,,,,,,,,,,,,81.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.57,,,,,,
1999-08-10,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.46,,,,,,
1999-08-11,,,,,,,,,,,,,,,,,,,80.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.21,,,,,,
1999-08-12,,,,,,,,,,,,,,,,,,,82.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.96,,,,,,
1999-08-13,,,,,,,,,,,,,,,,,,,82.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.15,,,,,,
1999-08-16,,,,,,,,,,,,,,,,,,,84.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.6,,,,,,
1999-08-17,,,,,,,,,,,,,,,,,,,84.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.95,,,,,,
1999-08-18,,,,,,,,,,,,,,,,,,,85.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.72,,,,,,
1999-08-19,,,,,,,,,,,,,,,,,,,84.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.56,,,,,,
1999-08-20,,,,,,,,,,,,,,,,,,,83.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.32,,,,,,
1999-08-23,,,,,,,,,,,,,,,,,,,84.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.22,,,,,,
1999-08-24,,,,,,,,,,,,,,,,,,,85.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.68,,,,,,
1999-08-25,,,,,,,,,,,,,,,,,,,87.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.81,,,,,,
1999-08-26,,,,,,,,,,,,,,,,,,,87.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.77,,,,,,
1999-08-27,,,,,,,,,,,,,,,,,,,87.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.91,,,,,,
1999-08-30,,,,,,,,,,,,,,,,,,,87.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.72,,,,,,
1999-08-31,,,,,,,,,,,,,,,,,,,85.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.82001,,,,,,87.25,,,,,,
1999-09-01,,,,,,,,,,,,,,,,,,,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.45,,,,,,
1999-09-02,,,,,,,,,,,,,,,,,,,84.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.22,,,,,,
1999-09-03,,,,,,,,,,,,,,,,,,,84.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.87,,,,,,
1999-09-06,,,,,,,,,,,,,,,,,,,86.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.53,,,,,,
1999-09-07,,,,,,,,,,,,,,,,,,,87.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.94,,,,,,
1999-09-08,,,,,,,,,,,,,,,,,,,86.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.32,,,,,,
1999-09-09,,,,,,,,,,,,,,,,,,,87.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.66,,,,,,
1999-09-10,,,,,,,,,,,,,,,,,,,88.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.6,,,,,,
1999-09-13,,,,,,,,,,,,,,,,,,,88.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.85,,,,,,
1999-09-14,,,,,,,,,,,,,,,,,,,88.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.62,,,,,,
1999-09-15,,,,,,,,,,,,,,,,,,,85.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.54,,,,,,
1999-09-16,,,,,,,,,,,,,,,,,,,85.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.13,,,,,,
1999-09-17,,,,,,,,,,,,,,,,,,,85.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.11,,,,,,
1999-09-20,,,,,,,,,,,,,,,,,,,85.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.45,,,,,,
1999-09-21,,,,,,,,,,,,,,,,,,,85.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.74,,,,,,
1999-09-22,,,,,,,,,,,,,,,,,,,83.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.51,,,,,,
1999-09-23,,,,,,,,,,,,,,,,,,,84.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.53,,,,,,
1999-09-24,,,,,,,,,,,,,,,,,,,83.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.29,,,,,,
1999-09-27,,,,,,,,,,,,,,,,,,,83.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.49,,,,,,
1999-09-28,,,,,,,,,,,,,,,,,,,83.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.49,,,,,,
1999-09-29,,,,,,,,,,,,,,,,,,,83.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.26,,,,,,
1999-09-30,,,,,,,,,,,,,,,,,,,82.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.35335,,,,,,84.15,,,,,,
1999-10-01,,,,,,,,,,,,,,,,,,,82.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.13,,,,,,
1999-10-04,,,,,,,,,,,,,,,,,,,83.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.51,,,,,,
1999-10-05,,,,,,,,,,,,,,,,,,,84.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.09,,,,,,
1999-10-06,,,,,,,,,,,,,,,,,,,84.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,
1999-10-07,,,,,,,,,,,,,,,,,,,85.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.81,,,,,,
1999-10-08,,,,,,,,,,,,,,,,,,,85.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.7,,,,,,
1999-10-11,,,,,,,,,,,,,,,,,,,85.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.7,,,,,,
1999-10-12,,,,,,,,,,,,,,,,,,,85.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.75,,,,,,
1999-10-13,,,,,,,,,,,,,,,,,,,84.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.88,,,,,,
1999-10-14,,,,,,,,,,,,,,,,,,,84.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.27,,,,,,
1999-10-15,,,,,,,,,,,,,,,,,,,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.7,,,,,,
1999-10-18,,,,,,,,,,,,,,,,,,,81.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.12,,,,,,
1999-10-19,,,,,,,,,,,,,,,,,,,82.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.76,,,,,,
1999-10-20,,,,,,,,,,,,,,,,,,,83.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.24,,,,,,
1999-10-21,,,,,,,,,,,,,,,,,,,83.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.21,,,,,,
1999-10-22,,,,,,,,,,,,,,,,,,,84.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.53,,,,,,
1999-10-25,,,,,,,,,,,,,,,,,,,86.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.7,,,,,,
1999-10-26,,,,,,,,,,,,,,,,,,,85.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.17,,,,,,
1999-10-27,,,,,,,,,,,,,,,,,,,85.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,,,,,,
1999-10-28,,,,,,,,,,,,,,,,,,,86.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.61,,,,,,
1999-10-29,,,,,,,,,,,,,,,,,,,89.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.93526,,,,,,91.09,,,,,,
1999-11-02,,,,,,,,,,,,,,,,,,,89.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.62,,,,,,
1999-11-03,,,,,,,,,,,,,,,,,,,89.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.33,,,,,,
1999-11-04,,,,,,,,,,,,,,,,,,,90.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.43,,,,,,
1999-11-05,,,,,,,,,,,,,,,,,,,91.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.77,,,,,,
1999-11-08,,,,,,,,,,,,,,,,,,,91.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.4,,,,,,
1999-11-09,,,,,,,,,,,,,,,,,,,93.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.03,,,,,,
1999-11-10,,,,,,,,,,,,,,,,,,,92.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.57,,,,,,
1999-11-11,,,,,,,,,,,,,,,,,,,94.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.16,,,,,,
1999-11-12,,,,,,,,,,,,,,,,,,,95.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.44,,,,,,
1999-11-15,,,,,,,,,,,,,,,,,,,98.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.63,,,,,,
1999-11-16,,,,,,,,,,,,,,,,,,,99.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.93,,,,,,
1999-11-17,,,,,,,,,,,,,,,,,,,100.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.89,,,,,,
1999-11-18,,,,,,,,,,,,,,,,,,,101.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.85,,,,,,
1999-11-19,,,,,,,,,,,,,,,,,,,102.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.14,,,,,,
1999-11-22,,,,,,,,,,,,,,,,,,,102.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.17,,,,,,
1999-11-23,,,,,,,,,,,,,,,,,,,101.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.15,,,,,,
1999-11-24,,,,,,,,,,,,,,,,,,,101.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.36,,,,,,
1999-11-25,,,,,,,,,,,,,,,,,,,102.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.14,,,,,,
1999-11-26,,,,,,,,,,,,,,,,,,,104.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.51,,,,,,
